Text,Types
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
"everytime i visit the market, one man or the other eyes me like an object",Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Taking pictures
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Taking pictures
it's a really unsafe area for women,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
people stare at you all the time and one can never wear 'revealing'clothes,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Taking pictures
-,Ogling/Facial Expressions/Staring
men sing vulgar songs and stare at me,Ogling/Facial Expressions/Staring
-,Catcalls/Whistles
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Taking pictures
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
-,Ogling/Facial Expressions/Staring
chain snatching,Chain Snatching
sexual invites by guys in the maruti van passing by,Sexual Invites
poor street lighting and unsafe area near the metro station,Poor / No Street Lighting
touching and indecent exposures,Touching /Groping
ogling and catcalling,Catcalls/Whistles
catcalling and whistling,Catcalls/Whistles
touching and groping,Touching /Groping
commenting and catcalling,Catcalls/Whistles
ogling and commenting,Commenting
taking pictures and making videos,Taking pictures
ogling and commenting,Commenting
commenting and whistling,Catcalls/Whistles
hooting and whistling by bikers passing by,Catcalls/Whistles
commenting and ogling,Commenting
sexual invites by hooting and commenting,Catcalls/Whistles
commenting and hooting,Catcalls/Whistles
area near the nsit campus is isolated and quite unsafe,Poor / No Street Lighting
Using of medication like himalaya products like muscle relaxation oil which is ayurveda on private parts on revenge in 1995 by  mother' brother . Big issues.And fingering  by auto stand!,Others
Using of medication like himalaya products like muscle relaxation oil which is ayurveda on private parts on revenge in 1995 by  mother' brother . Big issues.And fingering  by auto stand!,Others
commenting and catcalling and touching and groping,Catcalls/Whistles
poor street lighting near the metro station and an unsafe area for girls even in the broad daylight,Poor / No Street Lighting
a group of guys trying to push me in the crowd,Catcalls/Whistles
touching and groping and pushing deliberately,Touching /Groping
commenting and whistling,Catcalls/Whistles
taking pictures and passing lewd comments,Commenting
commenting and ogling,Commenting
touching and groping at inappropriate places,Touching /Groping
an incident of attempt to rape was reported a few days back,Rape / Sexual Assault
a group of guys on bike passed lewd comments and hooted while i was going with friends,Catcalls/Whistles
commenting and ogling,Commenting
a guy followed me to my way back home and kept staring continously,Ogling/Facial Expressions/Staring
touching at inappropriate places and pushing deliberately,Touching /Groping
ogling and weird facial expressions by a man in the car stopping by while i was walking on the road,Ogling/Facial Expressions/Staring
commenting and catcalling by a group of drunk rickshawpullers,Catcalls/Whistles
a group of boys in the car behind us tried to make a video of us walking,Taking pictures
poor street lighting near the rajapuri bus stop,Poor / No Street Lighting
a guy trying to touch me at inappropriate places,Touching /Groping
ogling and touching and groping,Ogling/Facial Expressions/Staring
a car inviting by hooting to sit in the car,Catcalls/Whistles
touching and groping,Touching /Groping
a group of boys following me to the nsit campus and constantly passing comments,Commenting
a group of guys stalking in a wagonr with tinted glasses,Ogling/Facial Expressions/Staring
chain and purse snatching,Chain Snatching
commenting and hooting,Catcalls/Whistles
commenting and ogling,Commenting
a boy on a bike was constantly taking rounds and passed comments,Commenting
stalking and commenting,Commenting
guys commenting and trying to assault government school girls,Commenting
"touching , groping",Ogling/Facial Expressions/Staring
noys commenting on girls passing by near the metro station,Catcalls/Whistles
north east girl sexually assaulted,Catcalls/Whistles
"touching , groping in the market",Ogling/Facial Expressions/Staring
north east girl,Commenting
ogling,Ogling/Facial Expressions/Staring
"commenting , ogling",Catcalls/Whistles
murder,Others
"girls hostel, poor street lighting",Poor / No Street Lighting
stalking,Ogling/Facial Expressions/Staring
touching and groping,Commenting
touching and groping due to poor street lighting,Ogling/Facial Expressions/Staring
ogling,Ogling/Facial Expressions/Staring
commenting,Commenting
"touching groping and commenting by drunk men , near the wine and beer shop",Catcalls/Whistles
stalking and commenting,Commenting
4 guys stopped the rickshaw i was traveling in and tried to touch me at inappropriate places,Commenting
"poor street lighting , stalking",Ogling/Facial Expressions/Staring
north east report,Catcalls/Whistles
ogling very common,Ogling/Facial Expressions/Staring
north east girl sexually assaulted,Rape / Sexual Assault
girl was raped,Rape / Sexual Assault
drunk men driving rashly and tried to grop,Ogling/Facial Expressions/Staring
ogling,Ogling/Facial Expressions/Staring
guys tried to rape a girl,Sexual Invites
drunk rikshaw puller commenting,Commenting
poor street lighting,Ogling/Facial Expressions/Staring
guys taking pictures of girls,Commenting
commenting and boys taking our pictures,Commenting
incidents of touhcing and groping,Catcalls/Whistles
touching and groping in public buses,Touching /Groping
Incidents of sexual assault,Touching /Groping
"ogling , whistling",Catcalls/Whistles
stalking,Others
stalking,Others
poor street lighting,Poor / No Street Lighting
catcalling and commenting,Catcalls/Whistles
touching and groping,Touching /Groping
chain snatching,Chain Snatching
commenting and ogling,Commenting
touching and indecent exposures,Touching /Groping
poor street lighting,Poor / No Street Lighting
ogling and commenting,Commenting
touching and poor street lighting,Touching /Groping
a group of guys commenting and hooting,Catcalls/Whistles
indecent exposure,Indecent exposure
touching and groping,Touching /Groping
ogling and catcalling,Catcalls/Whistles
catcalling and ogling,Catcalls/Whistles
sexual invites and hooting,Catcalls/Whistles
ogling and commenting,Commenting
touching and hooting,Catcalls/Whistles
chain snatching,Chain Snatching
"no street lighting, unsafe to go in the dark",Poor / No Street Lighting
commenting and catcalling,Catcalls/Whistles
touching and groping,Touching /Groping
taking pictures,Taking pictures
ogling and commenting,Commenting
sexual invites and hooting,Catcalls/Whistles
a group of guys tried to follow me throughout the r d rajpal way,Poor / No Street Lighting
poor street lighting and an unsafe area,Poor / No Street Lighting
commenting and groping and hooting,Catcalls/Whistles
chain snatching and touching and groping,Touching /Groping
ogling and commenting,Commenting
sexual invites and stalking,Sexual Invites
touching at inappropriate places and poor street lighting,Touching /Groping
drunk rickshaw pullers commenting and ogling,Commenting
commenting and catcalling,Catcalls/Whistles
poor street lighting and a very unsafe area,Poor / No Street Lighting
commenting and indecent actions by a group of boys,Commenting
touching and groping,Touching /Groping
commenting and hooting and inappropriate actions,Catcalls/Whistles
commenting and hooting by passers by,Catcalls/Whistles
commenting and staring,Commenting
a group of boys in the car recording a video,Taking pictures
commenting and ogling,Catcalls/Whistles
an incident of attempt to sexual assault was reported,Rape / Sexual Assault
purse snatching by bikers,Chain Snatching
touching at inappropriate places,Touching /Groping
staring and commenting,Commenting
ogling and weird facial expressions,Ogling/Facial Expressions/Staring
a very dark area near the metro station and regular incidents of sexual harassment take place,Poor / No Street Lighting
a car following me passed comments,Commenting
chain snatching,Chain Snatching
inappropriate touching,Touching /Groping
"a very unsafe area near the metro station, commenting",Commenting
a group of guys drinking near the ill lit area and staring at  me continously,Catcalls/Whistles
a black zen estilo with tinted glasses followed me throughout my way back,Others
..,Ogling/Facial Expressions/Staring
..,Ogling/Facial Expressions/Staring
group of guys commenting and hooting,Catcalls/Whistles
Ogling and commenting near the post office area in sector 10,Ogling/Facial Expressions/Staring
..,Poor / No Street Lighting
..,Ogling/Facial Expressions/Staring
chain snatching,Chain Snatching
taking pictures,Taking pictures
no street lights,Poor / No Street Lighting
"touching , groping...",Catcalls/Whistles
stalking...,Commenting
stalking...,Ogling/Facial Expressions/Staring
chain snatching,Commenting
women being groped and harassed in public,Catcalls/Whistles
commenting,Commenting
stalking..,Catcalls/Whistles
boys in a car sang indecent songs while i was crossing the road,Catcalls/Whistles
"no street lighting , commenting",Commenting
"poor street lighting , and no working red lights",Poor / No Street Lighting
chain snatching,Chain Snatching
stalking and commenting,Commenting
touching,Commenting
chain snatching,Poor / No Street Lighting
"indecent songs,",Ogling/Facial Expressions/Staring
stalking,Others
chain snatching,Chain Snatching
"while deboarding the metro i  realised that a man had taken some snaps of me and my friend , and was making indecent expressions",Ogling/Facial Expressions/Staring
"rikshaw puller tried to take me from the wrong route , however panicked wen i shouted at him. (on the way to IP university from Sector 14 Metro Station)",Others
stalking...,Commenting
"ogling , and taking pictures",Ogling/Facial Expressions/Staring
"lack of conveyance , improper street lighting",Poor / No Street Lighting
drunk men in the car followed me around on the road,Commenting
stalking..,Catcalls/Whistles
stalking...,Catcalls/Whistles
touching groping...,Commenting
stalking..,Catcalls/Whistles
chain snatching,Poor / No Street Lighting
catcalling,Catcalls/Whistles
some guy followed me all the way to my friends home,Catcalls/Whistles
Indecent Behaviour,Indecent exposure
clicking pictures without permission,Taking pictures
groping,Touching /Groping
chain snatching,Chain Snatching
one of my friends was sexually molested by her cousin when she was 12,Touching /Groping
"a number of men in a car followed my car and took videos and pictures , they also stopped the car and called us out",Catcalls/Whistles
sexual invites,Catcalls/Whistles
"stalking , no street lighting",Catcalls/Whistles
stalking,Commenting
stalking,Commenting
"touching groping , sexual invites at various places , chemist shops , recharge store , and semi rural area",Commenting
no street lighting,Catcalls/Whistles
as i was walking on my regular path to home a group of 6 boys started to watch my every step and started commenting and as i looked at them they started doing indecent gestures.,Catcalls/Whistles
"we went to  McD  sector 14 , many people in the vicinity were drunk and started staring and teasing for quite some time",Commenting
some guys on a bike whistled past her and ogled her,Catcalls/Whistles
eve teasing on dwarka road while i was with my friend,Commenting
catcalls,Catcalls/Whistles
vulgar facial expression,Catcalls/Whistles
"sexual invites , stalking",Ogling/Facial Expressions/Staring
comments,Commenting
cousin harassed my at my place,Touching /Groping
the boy groped me and stared like hell,Touching /Groping
random sardars in the metro tried to molest me,Touching /Groping
friend of mine while travelling in a metro was stalked by some boys,Commenting
a few friends and i were openly stared at in the metro and comments were being passed simply because we were wearing dresses,Commenting
couple of bikers went by passing lewd comments and making vulgar gestures,Catcalls/Whistles
"few boys crossing the metro station in their wagon R , went by whistling and passing comments",Catcalls/Whistles
got molested by random guys,Rape / Sexual Assault
some people followed me and made vulgar comments,Catcalls/Whistles
stalking on the way to tuition,Others
"stalking , poor lighting",Ogling/Facial Expressions/Staring
commenting,Commenting
stalking,Catcalls/Whistles
commenting,Catcalls/Whistles
sexual invites,Commenting
stalking,Ogling/Facial Expressions/Staring
guy followed and took pictures,Commenting
"stalking , sexual invites",Ogling/Facial Expressions/Staring
stalking and secual invites,Commenting
"a guy followed me , i had to leave my bag and run away , had to call my friend to pick me up",Catcalls/Whistles
sexual invites,Commenting
commenting,Commenting
stalking,Commenting
a group of guys were following us on scooty,Catcalls/Whistles
commenting,Catcalls/Whistles
no street lighting,Ogling/Facial Expressions/Staring
"whistling , commenting",Catcalls/Whistles
indecent exposure,Touching /Groping
sexual invites,Indecent exposure
comenting,Commenting
indecent exposure,Commenting
poor street lighting,Catcalls/Whistles
"north east india report, sector 6 , market",Commenting
"stalking , touching and gropping",Touching /Groping
stalking,Poor / No Street Lighting
stalking,Others
commenting and stalking,Commenting
"commenting , indecent exposure by guys",Catcalls/Whistles
commenting and groping near the metro station during the daytime,Catcalls/Whistles
sexual invites to girls,Sexual Invites
a group of boys on bike hooted when i was going with my friends,Catcalls/Whistles
drunk guys at were commenting and taking our pictures,Commenting
stalking  eve teasing,Touching /Groping
eve teasing chain snatching,Commenting
purse snatching,Others
sector 10 market,Ogling/Facial Expressions/Staring
"market, evening time",Touching /Groping
inappropriate talk,Ogling/Facial Expressions/Staring
--,Poor / No Street Lighting
--,Ogling/Facial Expressions/Staring
--,Poor / No Street Lighting
--,Poor / No Street Lighting
--,Ogling/Facial Expressions/Staring
--,Ogling/Facial Expressions/Staring
--,Ogling/Facial Expressions/Staring
..,Ogling/Facial Expressions/Staring
..,Ogling/Facial Expressions/Staring
..,Ogling/Facial Expressions/Staring
..,Ogling/Facial Expressions/Staring
..,Ogling/Facial Expressions/Staring
Rajapuri area,Ogling/Facial Expressions/Staring
..,Indecent exposure
it is a weird area. mostly low income groups,Touching /Groping
"commenting, regular basis",Ogling/Facial Expressions/Staring
"momos, chowmein types of comments",Commenting
Chinki and chikni kinds of comments,Catcalls/Whistles
poor street light,Poor / No Street Lighting
teacher sending the student to seduce the sister,Others
teacher beating students,Others
teacher beating students on the buttocks.,Others
teacher beating students on the buttocks.,Others
"stalking , touching",Ogling/Facial Expressions/Staring
"commenting , indecent facial expressions",Commenting
chain snatching due to por street lighting,Poor / No Street Lighting
poor street lighting,Ogling/Facial Expressions/Staring
poor street lighting,Ogling/Facial Expressions/Staring
"whistling , and catcalling",Catcalls/Whistles
commenting and groping,Commenting
ogling,Ogling/Facial Expressions/Staring
guys making indecent facial expressins,Ogling/Facial Expressions/Staring
some guys commenting and taking my pictures near the metro station,Catcalls/Whistles
catcalling and commenting,Catcalls/Whistles
"commenting , catcalls , chainsnatching",Catcalls/Whistles
poor street lighting,Touching /Groping
indecent exposure,Ogling/Facial Expressions/Staring
"commenting , stalking",Commenting
there was poor street lighting as a result some guys tried to grop me,Touching /Groping
guys whistling and making indecent comments,Catcalls/Whistles
Some guys were making indecent comments,Catcalls/Whistles
chain snatching and molestation,Rape / Sexual Assault
"Guys  whistling and then started following me , while i was in the market",Catcalls/Whistles
Some guys  were stalking a girl,Ogling/Facial Expressions/Staring
"some guys made indecent comments , and tried to grop a girl near Bal Bharti Public School",Commenting
"Some guys tried to molest me , and tried to take me into their car",Sexual Invites
Chain Snatching,Chain Snatching
some guys were making indecent comments and whistling,Catcalls/Whistles
some guys touched me at inappropriate places,Commenting
"I was harassed at this lonely place in dwarka sector 18 , and maybe the guys were LGBT",Commenting
i was travelling in the bus and one guy kept touching me and harassing me in all the wrong ways.,Catcalls/Whistles
i was travelling in the bus and one guy kept touching me and harassing me in all the wrong ways.,Catcalls/Whistles
"a guy i knew once groped my ass , when i was 11 years old",Catcalls/Whistles
"I and my friend were waiting at sector 4 bus stand, when 2 cars stopped , and the guys asked us to come in and made litchy comments",Catcalls/Whistles
"some guys were making catcalls, and indecent facial expressions",Catcalls/Whistles
"Chain snatching , and the guys were making absurd comments, and indecent facial expressions",Catcalls/Whistles
"some guys were stalking  me , and giving sexual invites",Ogling/Facial Expressions/Staring
"some guys were stalking  me , and giving sexual invites",Ogling/Facial Expressions/Staring
guys commenting and ogling,Catcalls/Whistles
"one of my friend was locked in a public bus , she was harassed , she however escaped",Catcalls/Whistles
Regular commenting and staring,Commenting
A girl was harrased,Commenting
Regular staring and commenting,Commenting
"A group of guys staring at a girl , and no street lights , in the campus",Ogling/Facial Expressions/Staring
"Commenting , and stalking",Commenting
"i saw some boys were commenting and were giving unhealthy facial expressions,on some girls  in the market",Catcalls/Whistles
"Some guys were stalking and commenting , while i was going home from college",Catcalls/Whistles
"Some guys were stalking and commenting , while i was going home from college",Catcalls/Whistles
"Some boys were commenting and stalking girls, and wee also taking snaps , or photos",Commenting
a chain snatching happened and eve teasing,Commenting
a chain snatching happened and eve teasing,Commenting
teachers  beating  students,Others
"I was returning from college and this guy was continuously staring at me, commneting and touching me",Catcalls/Whistles
throwing water ballons and dirty water to girls during holi targeting our private parts.,Others
hello sir/madam,Others
This happened when i was on my way back home from school,Catcalls/Whistles
While I was going from Baghbazar to Samkhusi in the public bus the man sitting with me tried to touch my body pretending as if he was taking out his purse.,Touching /Groping
teacher beating pupils,Others
teacher beating students,Others
teacher beating student,Others
teacher beating pupils,Others
teacher beating student on the head,Others
teacher beating students,Others
teacher beating pupils on the buttocks,Others
teacher beating student,Others
teacher beating students,Others
teacher seducing girls and beating them on their ass,Others
teacher beating students on their behinds until their sanitary towels fell on the floor,Others
facial expression,Ogling/Facial Expressions/Staring
My friend was being stalked by a random guy. He kept calling and messaging her for a few days until she had to complain to the police.,Ogling/Facial Expressions/Staring
"one day when we were walking in river bank. one dirty looking man followed us, showed us his private parts.",Ogling/Facial Expressions/Staring
"My friend and I were travelling by bus and it was crowded, a man started pushing my friend on purpose and touched her in her private parts and she started shouting. The man got scared and left the bus.",Catcalls/Whistles
"While climbing in the bus, a man purposely pressed on my breasts and made it seem by mistake.",Rape / Sexual Assault
I was returning from college when a boy stalked me.,Stalking
teacher beating the student,Others
teacher beating pupils,Others
teacher beats pupils,Others
I was traveling with my sister. We were in a bus. We sisters sat in different seats. I sat with a boy. he teased me as if he is talking to himself but was indirectly telling.,Commenting
i was walking on the street with my friend and a man passed a comment. i verbally answered back to him,Catcalls/Whistles
Poor lightning,Poor / No Street Lighting
Lonely roads,Commenting
Chain snatching,Chain Snatching
Guys were commenting and staring at girls.,Catcalls/Whistles
One man dressed in a military uniform started following me from Panjim bus stand till Patto SBI ATM. He was passing comments and his facial expressions were weird and scary.,Catcalls/Whistles
teacher beating pupils,Others
teacher beats girls on buttocks,Others
When I was passing through Ratnapark for my father's office. One guy was staring me and his facial expression was disgusting. I looked at him angrily and then he went away.,Ogling/Facial Expressions/Staring
teacher beating students,Others
teachers  beating  pupils,Others
boys following girls to their house and trying to touch them,Others
"rough roads, traffic problems",Others
"stealing, commenting, groping",Commenting
"chain snatching, wallet snatching, eve teasing",Chain Snatching
accidents due to reckless driving,Others
lonely roads,Poor / No Street Lighting
poor street lights,Poor / No Street Lighting
lonely roads,Poor / No Street Lighting
"accidents at roads, poor street lights and rough roads",Poor / No Street Lighting
chain snatching,Poor / No Street Lighting
two cars have been stolen from residential areas,Others
"a person, traveling on bike at 3:00, was stopped and robbed off his wallet and chain",Chain Snatching
reckless driving in market area,Others
unknown guy abusing a girl by touching her unwantedly,Touching /Groping
touching a girl walking along the road,Touching /Groping
a girl had been put inside a car by some people but a was saved by people there.,Others
bikers commenting and whistling,Catcalls/Whistles
people standing along the roads and staring other people,Ogling/Facial Expressions/Staring
stealing,Chain Snatching
"lonely roads, chain snatching",Poor / No Street Lighting
reckless driving,Others
chain snatching,Chain Snatching
in snatching and stealing,Poor / No Street Lighting
chain snatching,Chain Snatching
roadside people commenting on others,Commenting
"no street lights, lonely roads",Poor / No Street Lighting
chain snatching,Chain Snatching
stealing,Chain Snatching
lonely roads,Poor / No Street Lighting
lonely roads,Poor / No Street Lighting
chain snatching,Chain Snatching
stealing,Ogling/Facial Expressions/Staring
teacher beating pupil,Others
teacher beats pupils on the buttocks,Others
teachers  beating students,Others
"When I was returning home, a middle aged man touched my sensitive part while crossing the bridge in Jamal.",Touching /Groping
COmmenting,Commenting
commenting and staring by local boys,Catcalls/Whistles
chain snatching,Chain Snatching
A teacher known as Teacher Mark defiled a pupil who took for him a book to mark. The child reported through the talking boxes,Rape / Sexual Assault
I was standing in buspark gongabu waiting my friend and two girls came and standby by my side and were asking to have sex with them,Sexual Invites
I was going newroad from Lazimpat and the conductor tried to touch me intentionally but was acting as an accident later then he touched my thigh.I hold his hand and threw it towards him.,Touching /Groping
I was in school with my friends when this person started eveteasing us.,Commenting
teacher sexually harrassing student,Others
A man forcefully pressed himself n a woman's breasts in a crowd bus.,Touching /Groping
teacher beats pupils,Others
teacher beats pupils,Others
teacher beating pupils,Others
a group of guys ried to tocuh me at inappropriate places and whistle regularly,Catcalls/Whistles
People tried to follow my scooty when i was going back home,Catcalls/Whistles
Stalked by a white wagon R with tinted windows,Poor / No Street Lighting
Family Friend tried to molest daughter,Touching /Groping
a cab following throughout and asking for sexual favours,Touching /Groping
Maid's daughter invited to a car,Sexual Invites
"Lewd Comments, sexual invites",Catcalls/Whistles
a guy tried to touch me at inappropriate places,Touching /Groping
Poor Street Lighting,Poor / No Street Lighting
a group of boys used to sit in the car in front of the society everyday and used to pass comments,Catcalls/Whistles
"due to poor lighting , wasn't able to catch the people who tried to grope my butt",Touching /Groping
A guy stared at me and made vulgar facial expressions,Ogling/Facial Expressions/Staring
a guy on a bike whistled,Catcalls/Whistles
a guy on a bike whistled,Catcalls/Whistles
Guys in car stopped in front of the rikshaw and then followed us.,Touching /Groping
a car stopped by when a friend was jogging and started calling her for sexual inviting,Catcalls/Whistles
"Stalking , and illicit comments being passed by local boys",Catcalls/Whistles
Commenting,Catcalls/Whistles
Molestation,Rape / Sexual Assault
"Car with tinted windows and no number plate use to follow daily , on the way to tuition",Others
"Molestation , Attempt to Rape",Rape / Sexual Assault
"Chain Snatching , Robbing Jewellery",Touching /Groping
Chain Snatching,Chain Snatching
"Car following the girl and inviting her with illicit comments and for indecent acts,",Catcalls/Whistles
Bad comments about the girl,Catcalls/Whistles
"A fortuner having tinted glasses used to follow every day and used to stop in front of Sachdeva Global School , everyday",Ogling/Facial Expressions/Staring
"Scooties following the scooty which was being driven by a girl, at the place where the incident took place there were 2 PCR vans standing and took no step",Catcalls/Whistles
"there was a robbery in the near by house , where they also tried to rape  or molest the maid present at the home",Rape / Sexual Assault
A boy used to stalk everyday and used to pass cheap comments all the way to the tuition,Catcalls/Whistles
"an Accent having no number plates has been following me almost daily, in the streets having poor lights",Catcalls/Whistles
"eve teasing in the park ,",Catcalls/Whistles
"eve teasing in the park ,",Catcalls/Whistles
"Eve Teasing in the park,",Catcalls/Whistles
"Eve Teasing in the park,",Catcalls/Whistles
"Eve Teasing in the park,",Catcalls/Whistles
"Eve Teasing in the park,",Catcalls/Whistles
"Eve Teasing in the park,",Catcalls/Whistles
"Eve Teasing in the park,",Catcalls/Whistles
"Eve Teasing in the park,",Catcalls/Whistles
"Eve Teasing in the park,",Catcalls/Whistles
"Eve Teasing in the park,",Catcalls/Whistles
"Touching   and groping nearthe metro station, in broad day light",Ogling/Facial Expressions/Staring
a group of boys sitting in a car passed lewd comments,Catcalls/Whistles
"Due to poor street lightning, the area is unsafe",Poor / No Street Lighting
My friend was traveling in tempo from Mitrapark. There one man also got into the bus. The man at first just looked at her when the driver was busy he showed her his penis. She got so scared that she drop off the tempo before the destination.,Ogling/Facial Expressions/Staring
"i was on my scooty and was returning home from work. on a red light near my office, a ragpicker approached me, he made indecent gestures first and then flashed. he also had a blade in his mouth. As soon as the light turned green, I just sped my scooter away. I was scared and disgusted by this.",Indecent exposure
I WAS GOING TO A SHOP TO BUY SOME STUFF. ON MY WAY A GUY STARTED FOLLOWING ME. I TRIED TO STOP HIM BUT HE FOLLOWED. THEN HE CAME FORWARD AND TOOK ONE PICTURE OF MINE.,Ogling/Facial Expressions/Staring
"i was travelling by the best bus and got a seat right behind the driver. the driver kept turning and looking although i was all covered and wearing a scarf too. so i just got up when my stop came, gave him some bad words and left.",Ogling/Facial Expressions/Staring
"Someone touched me inappropriately, near vasu dev school",Catcalls/Whistles
teacher beats pupils,Others
teacher beats pupils on buttocks,Others
Two men were following my aunt on a Sunday morning. They tried calling out to her and asked her to come to a nearby parked auto as someone she knew was waiting for her,Stalking
a guy on the bike whistled,Catcalls/Whistles
I was buying a pair of shoes and there was a man standing next to me who was staring at me continuously from head to toe and whistling a cheap song.,Catcalls/Whistles
"With my neighbor sister of age around 23 is sexually harassed by boy who work in doha, qatar by posting nacked and unwanted pronographic video on her fake fb id.",Indecent exposure
teachers  beating  pupils,Others
teacher beats pupils on buttocks,Others
due to poor street lightning cases like theft and robbery took place,Poor / No Street Lighting
"While I was getting out of the rickshaw, the driver stroked my legs.",Touching /Groping
"I have been going there since it was the way to my school. a lot of times i have faced such starings, whistles etc.",Catcalls/Whistles
"At evening while returning from my college to home, I was followed by a guy. I had been noticing him since few days back.",Stalking
I was in a bus where an unknown person started staring me and rolled his hands over mine hand.,Touching /Groping
i was commented on my way,Commenting
teacher harasses girls by touching their private parts.,Others
2 guys on a bike snatched my aunts chain while she was walking home from work,Chain Snatching
car following the girl,Commenting
teacher bating pupils,Others
teacher bating pupils,Others
teacher bating pupils,Others
teacher impregnates primary girl,Others
"A teacher from an informal school in Kibera inserts fingers in the girls private parts. This has been happening for some time, this is said to be his character.",Touching /Groping
teacher beating student,Others
teacher beating student,Others
teacher beating student,Others
My sister was touched by a man next her in the bus. It was done intentionally again and again then my sister cried in the bus.,Touching /Groping
"due to no street lightning, incidents like chain snatching,commenting and whistles are common in the area",Catcalls/Whistles
bad comments about the girls,Commenting
eve teasing and staring and commenting,Commenting
A man was continuously whistling and passing comments as I was walking,Catcalls/Whistles
Age: 15 years,Ogling/Facial Expressions/Staring
My friend was touched on her private parts and apart from that many times have seen a man who stands near ladies compartment and when the train leaves he misbehaves with the one sitting near window or those who are running to catch the train,Catcalls/Whistles
poor street lightning,Poor / No Street Lighting
A group of men passed lewd comments on my clothes,Commenting
I was with some of my friends in a car. Some guys came and knocked at the door.the blackmailed us and tried to harras us sexually and verbally .,Catcalls/Whistles
teacher beats pupils,Others
a girl is sexually harassed by her fellow classmate,Others
chain snatching,Chain Snatching
teacher beats pupils on their backs,Others
cases like robbery and theft,Chain Snatching
"I was literally less than a block from my house just now (7pm), walking slightly slower than normal which attracted a couple looks, and this young guy just came up from behind (didnt see him coming) and slapped/grabbed my butt and then sprinted away in the opposite direction. It was jarring, especially cuz its 7pm , close to my house, and no one blinked an eye (mainly lower income men close to me at the time)...shiver",Ogling/Facial Expressions/Staring
teacher beats student,Others
The taxi driver tried to feel me by telling me there was a bug on my shirt.,Touching /Groping
Traveling during night with my sister one stranger came and sit by our side. we both were not big enough to care ourselves. as we were asleep that guy start touching my sister. i woke up and saw him harassing my sister so i immediately told the conductor of the bus and he took the action by dropping him out from the bus.,Touching /Groping
"Beaten and snatched everything including books by mother, denied food, sent away mother",Others
I was travelling from Ponda to Panjim. While I was talking on the phone someone tried to touch me. When I tried to see him he was not there still I waited near the door of the bus after getting off to catch him but I could not find him.,Touching /Groping
I was in a bus and a man groped me.,Touching /Groping
boys commenting behind me a group of boys together comment on me,Commenting
group of boys together commenting on me making me feel insecure.,Commenting
groupof boys commenting together making me feel insecure,Commenting
groupof boys commenting together making me feel insecure,Commenting
teacher beats pupils,Others
"I was going to school, the road was quiet a man came near to me. I tried to ignore him but he came near me and tried touch my ear then I realized that was trying to snatch my golden earring. I shouted thief then he ran away from the site.",Others
commenting and following,Catcalls/Whistles
grop of boys commenting on me.,Commenting
